DATE_TIME	TIMESTAMP	HEART_RATE	CADENCE	SPEED_SENSOR	SPEED_GPS	SPEED_SMOOTHED	PRESSURE	TEMPERATURE	LATITUDE_6	LONGITUDE_6	ACCURACY_GPS	ALTITUDE_GPS	ALTITUDE_BARO	ALTITUDE_SMOOTHED	DISTANCE_SENSOR	DISTANCE_GPS	BEARING	SLOPE_GPS	SLOPE_SMOOTHED	V_SPEED_GPS	V_SPEED_SMOOTHED
2020-07-13T16:37:42+0200	1594651062732				0.00	0.00			50044351	19954895	17	245.86		245.86		0.00		0.00	0.00	0.00	0.00
2020-07-13T16:38:17+0200	1594651097365	91			0.42	0.45			50044360	19955096	45	246.51		246.51		14.39	86.01	4.52	4.51	1.13	1.22
2020-07-13T16:38:58+0200	1594651138348	80			0.48	0.49			50044463	19954870	23	247.40		247.40		34.18	305.36	4.50	4.48	1.30	1.32
2020-07-13T16:38:59+0200	1594651139353	80			1.51	0.49			50044461	19954849	22	247.47		247.47		35.69	261.56	4.62	4.48	4.18	1.32
2020-07-13T16:39:00+0200	1594651140362	78			0.36	0.49			50044463	19954853	24	247.48		247.48		36.06	52.10	2.76	4.48	0.59	1.32
2020-07-13T16:39:01+0200	1594651141353	78			0.00	0.49			50044463	19954853	26	247.48		247.48		36.06	0.00		4.48	0.00	1.32
2020-07-13T16:39:14+0200	1594651154767	79			2.64	6.22			50044386	19955334	17	249.01		249.01		71.45	104.00	4.32	0.00	6.84	0.00
2020-07-13T16:39:16+0200	1594651156359	79			6.17	4.15			50044460	19955259	19	249.43		249.43		81.27	326.94	4.28	4.12	15.83	8.76
2020-07-13T16:39:17+0200	1594651157381	80			6.31	4.06			50044465	19955169	19	249.69		249.69		87.72	274.94	4.03	4.12	15.26	8.13
2020-07-13T16:39:18+0200	1594651158409	80			1.63	2.90			50044452	19955157	21	249.76		249.76		89.40	210.66	4.17	4.14	4.09	7.60
2020-07-13T16:39:19+0200	1594651159348	80			1.15	2.85			50044451	19955142	17	249.81		249.81		90.48	264.07	4.64	4.12	3.19	6.94
2020-07-13T16:39:20+0200	1594651160372	85			3.63	2.01			50044419	19955157	16	249.96		249.96		94.20	163.25	4.04	4.12	8.79	6.50
2020-07-13T16:39:21+0200	1594651161366	85			1.62	1.93			50044406	19955147	15	250.02		250.02		95.81	206.29	3.72	4.03	3.62	4.84
2020-07-13T16:39:22+0200	1594651162368	90			2.57	1.79			50044406	19955111	13	250.12		250.12		98.38	270.00	3.89	4.04	5.99	4.89
2020-07-13T16:39:23+0200	1594651163398	90			1.42	1.30			50044409	19955091	12	250.18		250.18		99.85	283.15	4.09	4.04	3.50	3.95
2020-07-13T16:39:24+0200	1594651164398	90			1.11	1.25			50044416	19955080	12	250.23		250.23		100.95	314.74	4.52	4.01	3.00	4.00
2020-07-13T16:39:25+0200	1594651165405	92			0.36	1.19			50044418	19955076	11	250.24		250.24		101.31	307.90	2.76	3.99	0.60	4.24
2020-07-13T16:39:26+0200	1594651166391	92			0.71	1.25			50044423	19955082	11	250.27		250.27		102.02	37.62	4.27	3.93	1.83	4.04
2020-07-13T16:39:27+0200	1594651167386	92			1.35	1.39			50044435	19955084	11	250.32		250.32		103.36	6.11	3.73	3.93	3.02	4.34
2020-07-13T16:39:28+0200	1594651168380	92			2.16	1.75			50044453	19955073	10	250.41		250.41		105.51	338.57	4.19	3.95	5.43	4.53
2020-07-13T16:39:29+0200	1594651169369	92			1.81	2.12			50044469	19955076	10	250.48		250.48		107.30	6.87	3.91	3.92	4.25	4.86
2020-07-13T16:39:30+0200	1594651170409	93			1.95	2.42			50044487	19955081	10	250.56		250.56		109.33	10.11	3.93	3.89	4.62	5.22
2020-07-13T16:39:31+0200	1594651171381	93			2.52	2.64			50044509	19955080	10	250.66		250.66		111.78	358.33	4.09	3.88	6.17	5.81
2020-07-13T16:39:32+0200	1594651172408	94			2.94	2.88			50044536	19955084	10	250.77		250.77		114.80	5.43	3.65	3.88	6.43	6.40
2020-07-13T16:39:33+0200	1594651173399	94			3.16	3.09			50044564	19955089	10	250.89		250.89		117.93	6.54	3.83	3.87	7.27	6.90
2020-07-13T16:39:34+0200	1594651174410	94			3.44	3.23			50044594	19955103	10	251.03		251.03		121.41	16.68	4.02	3.84	8.31	7.26
2020-07-13T16:39:35+0200	1594651175375	93			3.28	3.38			50044622	19955111	10	251.15		251.15		124.58	10.40	3.79	3.84	7.46	7.77
2020-07-13T16:39:36+0200	1594651176361	93			3.17	3.52			50044649	19955123	10	251.27		251.27		127.70	15.93	3.84	3.82	7.30	8.32
2020-07-13T16:39:37+0200	1594651177390	92			3.38	3.66			50044680	19955130	11	251.40		251.40		131.18	8.25	3.73	3.81	7.58	8.48
2020-07-13T16:39:38+0200	1594651178396	92			3.82	3.86			50044713	19955146	11	251.55		251.55		135.03	17.29	3.90	3.81	8.95	8.68
2020-07-13T16:39:39+0200	1594651179378	92			4.03	4.16			50044748	19955156	11	251.70		251.70		138.98	10.40	3.79	3.80	9.16	8.61
2020-07-13T16:39:40+0200	1594651180369	92			4.29	4.19			50044786	19955150	10	251.86		251.86		143.23	354.21	3.77	3.78	9.69	8.36
2020-07-13T16:39:41+0200	1594651181416	92			4.48	4.22			50044826	19955129	10	252.04		252.04		147.92	341.37	3.83	3.78	10.32	8.14
2020-07-13T16:39:42+0200	1594651182383	91			5.02	4.02			50044863	19955093	8	252.22		252.22		152.77	328.00	3.71	3.77	11.17	7.83
2020-07-13T16:39:43+0200	1594651183411	91			3.56	3.71			50044895	19955081	7	252.36		252.36		156.43	346.46	3.83	3.78	8.17	7.53
2020-07-13T16:39:44+0200	1594651184372	91			3.95	3.31			50044929	19955085	6	252.50		252.50		160.23	4.32	3.69	3.77	8.74	7.10
2020-07-13T16:39:45+0200	1594651185392	88			2.87	2.77			50044955	19955091	5	252.61		252.61		163.15	8.43	3.76	3.75	6.47	6.45
2020-07-13T16:39:46+0200	1594651186399	88			2.42	2.44			50044976	19955101	5	252.70		252.70		165.59	17.00	3.69	3.75	5.36	5.73
2020-07-13T16:39:47+0200	1594651187383	86			2.12	2.08			50044994	19955109	5	252.78		252.78		167.67	15.93	3.84	3.74	4.88	4.97
2020-07-13T16:39:48+0200	1594651188390	86			1.71	1.72			50045009	19955115	5	252.84		252.84		169.39	14.41	3.48	3.77	3.57	4.20
2020-07-13T16:39:49+0200	1594651189418	86			1.67	1.39			50045023	19955125	5	252.91		252.91		171.11	24.64	4.09	3.73	4.09	3.71
2020-07-13T16:39:50+0200	1594651190389	87			1.66	1.12			50045037	19955131	5	252.97		252.97		172.72	15.39	3.72	3.74	3.71	3.30
2020-07-13T16:39:51+0200	1594651191379	87			0.71	0.95			50045043	19955128	5	252.99		252.99		173.42	342.20	2.85	3.74	1.21	3.15
2020-07-13T16:39:52+0200	1594651192403	87			0.48	0.87			50045047	19955131	5	253.01		253.01		173.92	25.72	4.05	3.74	1.17	3.30
2020-07-13T16:39:53+0200	1594651193372	87			0.51	0.86			50045051	19955134	5	253.03		253.03		174.41	25.72	4.05	3.75	1.24	3.55
2020-07-13T16:39:54+0200	1594651194391	87			0.65	1.09			50045056	19955139	5	253.06		253.06		175.07	32.71	4.54	3.76	1.77	3.75
2020-07-13T16:39:55+0200	1594651195365	89			1.26	1.56			50045067	19955139	4	253.10		253.10		176.29	0.00	3.27	3.73	2.46	4.16
2020-07-13T16:39:56+0200	1594651196384	89			1.54	2.03			50045081	19955142	4	253.16		253.16		177.86	7.84	3.82	3.72	3.53	4.36
2020-07-13T16:39:57+0200	1594651197394	93			2.10	2.38			50045099	19955132	4	253.24		253.24		179.99	340.37	3.76	3.73	4.75	5.14
2020-07-13T16:39:58+0200	1594651198388	93			3.28	2.83			50045125	19955111	4	253.36		253.36		183.25	332.58	3.68	3.67	7.24	6.14
2020-07-13T16:39:59+0200	1594651199391	93			3.36	3.05			50045153	19955093	4	253.49		253.49		186.62	337.57	3.86	3.54	7.78	6.83
2020-07-13T16:40:00+0200	1594651200389	98			2.75	3.50			50045176	19955079	3	253.59		253.59		189.36	338.65	3.64	3.36	6.01	7.39
2020-07-13T16:40:01+0200	1594651201393	98			3.98	4.01			50045204	19955044	4	253.74		253.74		193.35	321.24	3.76	3.25	8.96	7.80
2020-07-13T16:40:02+0200	1594651202374	103			2.82	4.41			50045209	19955006	4	253.84		253.84		196.12	281.58	3.61	3.33	6.12	8.63
2020-07-13T16:40:03+0200	1594651203398	103			4.77	4.93			50045226	19954943	3	254.02		254.02		201.00	292.79	3.69	3.19	10.55	8.78
2020-07-13T16:40:04+0200	1594651204414	103			6.33	5.19			50045268	19954881	3	254.24		254.24		207.44	316.53	3.42	3.03	12.99	8.66
2020-07-13T16:40:05+0200	1594651205405	105			5.76	5.59			50045307	19954829	3	254.40		254.40		213.15	319.43	2.80	2.88	9.69	8.54
2020-07-13T16:40:06+0200	1594651206413	105			5.86	5.70			50045332	19954756	4	254.54		254.54		219.06	298.07	2.37	2.73	8.33	8.61
2020-07-13T16:40:07+0200	1594651207364	109			5.57	5.51			50045351	19954688	4	254.66		254.66		224.35	293.51	2.27	2.61	7.57	8.49
2020-07-13T16:40:08+0200	1594651208417	109			5.26	5.46			50045366	19954614	4	254.89		254.89		229.89	287.52	4.15	2.52	13.11	8.57
2020-07-13T16:40:09+0200	1594651209353	109			5.38	5.57			50045380	19954547	4	254.99		254.99		234.92	288.02	1.99	2.37	6.41	8.20
2020-07-13T16:40:10+0200	1594651210380	111			5.23	5.63			50045396	19954476	4	255.09		255.09		240.30	289.34	1.86	2.23	5.84	7.67
2020-07-13T16:40:11+0200	1594651211406	111			5.47	5.76			50045411	19954401	4	255.20		255.20		245.91	287.30	1.96	2.14	6.43	7.42
2020-07-13T16:40:12+0200	1594651212381	111			6.56	5.82			50045427	19954315	4	255.31		255.31		252.30	286.16	1.72	2.10	6.77	7.26
2020-07-13T16:40:13+0200	1594651213411	111			5.91	5.95			50045444	19954234	4	255.44		255.44		258.38	288.10	2.14	2.06	7.57	7.17
2020-07-13T16:40:14+0200	1594651214415	111			6.03	6.09			50045455	19954151	4	255.56		255.56		264.44	281.66	1.98	1.88	7.17	6.62
2020-07-13T16:40:15+0200	1594651215394	113			5.76	5.94			50045471	19954076	4	255.66		255.66		270.08	288.38	1.77	1.87	6.13	6.56
2020-07-13T16:40:16+0200	1594651216384	113			6.01	5.97			50045488	19953997	4	255.77		255.77		276.03	288.53	1.85	1.89	6.67	6.75
2020-07-13T16:40:17+0200	1594651217371	113			6.30	5.98			50045505	19953914	4	255.88		255.88		282.25	287.69	1.77	1.89	6.69	6.76
2020-07-13T16:40:18+0200	1594651218399	113			5.63	5.90			50045523	19953838	5	255.99		255.99		288.03	290.24	1.90	1.92	6.42	6.69
2020-07-13T16:40:19+0200	1594651219413	113			6.08	5.92			50045548	19953761	4	256.10		256.10		294.19	296.82	1.79	1.90	6.51	6.56
2020-07-13T16:40:20+0200	1594651220388	112			6.10	5.83			50045565	19953682	4	256.21		256.21		300.14	288.53	1.85	1.90	6.77	6.45
2020-07-13T16:40:21+0200	1594651221424	112			5.34	5.70			50045585	19953611	4	256.31		256.31		305.68	293.68	1.81	1.92	5.79	6.49
2020-07-13T16:40:22+0200	1594651222384	110			6.14	5.54			50045595	19953530	3	256.44		256.44		311.57	280.88	2.21	1.94	8.13	6.50
2020-07-13T16:40:23+0200	1594651223391	110			5.74	5.35			50045603	19953450	4	256.55		256.55		317.35	278.85	1.90	1.99	6.55	6.63
2020-07-13T16:40:24+0200	1594651224406	110			4.84	5.35			50045613	19953383	3	256.65		256.65		322.26	283.08	2.04	2.03	5.91	6.81
2020-07-13T16:40:25+0200	1594651225394	109			5.12	5.22			50045635	19953321	3	256.75		256.75		327.32	298.92	1.98	2.08	6.07	6.96
2020-07-13T16:40:26+0200	1594651226410	109			4.99	5.27			50045648	19953253	4	256.85		256.85		332.39	286.58	1.97	2.12	5.91	7.04
2020-07-13T16:40:27+0200	1594651227411	110			5.30	5.49			50045662	19953182	4	256.96		256.96		337.69	287.07	2.07	2.17	6.59	7.32
2020-07-13T16:40:28+0200	1594651228393	110			5.34	5.64			50045674	19953111	5	257.07		257.07		342.93	284.75	2.10	2.16	6.72	7.14
2020-07-13T16:40:29+0200	1594651229403	110			6.07	5.71			50045688	19953028	5	257.21		257.21		349.06	284.72	2.28	2.18	8.32	6.99
2020-07-13T16:40:30+0200	1594651230387	110			6.16	5.90			50045702	19952946	4	257.35		257.35		355.12	284.89	2.31	2.19	8.54	6.72
2020-07-13T16:40:31+0200	1594651231397	110			5.97	5.80			50045712	19952863	4	257.49		257.49		361.15	280.63	2.32	2.19	8.32	6.19
2020-07-13T16:40:32+0200	1594651232406	111			5.40	5.40			50045724	19952789	4	257.62		257.62		366.60	284.17	2.39	2.21	7.73	5.76
2020-07-13T16:40:33+0200	1594651233396	111			6.49	4.75			50045743	19952704	4	257.77		257.77		373.03	289.19	2.33	2.23	9.09	5.22
2020-07-13T16:40:34+0200	1594651234406	111			4.75	3.80			50045756	19952640	4	257.87		257.87		377.82	287.55	2.09	2.25	5.94	4.71
2020-07-13T16:40:35+0200	1594651235401	110			3.67	2.96			50045763	19952590	4	257.95		257.95		381.47	282.30	2.19	2.23	4.82	4.11
2020-07-13T16:40:36+0200	1594651236369	110			2.14	1.89			50045763	19952561	4	257.99		257.99		383.55	270.00	1.93	2.23	2.48	3.65
2020-07-13T16:40:37+0200	1594651237406	107			0.41	1.15			50045761	19952556	4	257.99		257.99		383.97	238.08	0.00	2.19	0.00	3.30
2020-07-13T16:40:38+0200	1594651238384	107			0.35	0.72			50045764	19952557	5	258.00		258.00		384.31	12.08	2.93	2.14	0.61	3.11
2020-07-13T16:40:39+0200	1594651239376	107			0.00	0.72			50045764	19952557	5	258.00		258.00		384.31	0.00		2.06	0.00	2.70
2020-07-13T16:40:40+0200	1594651240377	106			0.36	1.22			50045766	19952553	5	258.01		258.01		384.67	307.90	2.76	2.02	0.60	2.65
2020-07-13T16:40:41+0200	1594651241387	106			1.08	1.87			50045762	19952539	4	258.03		258.03		385.76	246.01	1.83	1.92	1.19	2.75
2020-07-13T16:40:42+0200	1594651242389	108			2.14	2.48			50045762	19952509	5	258.08		258.08		387.91	270.00	2.33	1.85	2.99	2.99
2020-07-13T16:40:43+0200	1594651243403	108			3.31	3.22			50045768	19952463	4	258.15		258.15		391.26	281.48	2.09	1.81	4.14	3.40
2020-07-13T16:40:44+0200	1594651244385	108			4.34	4.03			50045777	19952405	4	258.24		258.24		395.52	283.58	2.11	1.71	5.50	3.70
2020-07-13T16:40:45+0200	1594651245398	111			3.65	4.67			50045783	19952354	4	258.31		258.31		399.22	280.38	1.89	1.63	4.15	4.00
2020-07-13T16:40:46+0200	1594651246403	111			4.81	5.05			50045795	19952289	4	258.40		258.40		404.05	286.04	1.86	1.55	5.37	4.19
2020-07-13T16:40:47+0200	1594651247411	113			5.95	5.32			50045797	19952205	4	258.50		258.50		410.05	272.12	1.67	1.47	5.95	4.29
2020-07-13T16:40:48+0200	1594651248391	113			6.00	5.68			50045802	19952123	4	258.59		258.59		415.93	275.42	1.53	1.31	5.51	4.09
2020-07-13T16:40:49+0200	1594651249411	113			5.55	5.80			50045811	19952045	4	258.67		258.67		421.59	280.19	1.41	1.11	4.71	3.70
2020-07-13T16:40:50+0200	1594651250398	114			5.97	5.68			50045821	19951964	4	258.74		258.74		427.48	280.88	1.19	0.95	4.26	3.25
2020-07-13T16:40:51+0200	1594651251390	114			5.84	5.76			50045824	19951883	3	258.80		258.80		433.28	273.30	1.04	0.80	3.63	2.80
2020-07-13T16:40:52+0200	1594651252398	114			5.53	6.09			50045832	19951806	4	258.85		258.85		438.85	279.19	0.90	0.63	2.98	2.25
2020-07-13T16:40:53+0200	1594651253401	114			5.22	6.02			50045841	19951734	5	258.89		258.89		444.08	281.01	0.76	0.43	2.39	1.56
2020-07-13T16:40:54+0200	1594651254429	114			6.48	6.06			50045854	19951643	5	258.90		258.90		450.74	282.54	0.15	0.25	0.58	0.90
2020-07-13T16:40:55+0200	1594651255401	115			7.57	6.13			50045867	19951542	7	258.89		258.89		458.10	281.33	-0.14	0.08	-0.62	0.30
2020-07-13T16:40:56+0200	1594651256393	115			5.54	6.42			50045875	19951466	8	258.89		258.89		463.60	279.31	0.00	-0.08	0.00	-0.30
2020-07-13T16:40:57+0200	1594651257389	117			6.05	6.25			50045880	19951382	8	258.87		258.87		469.62	275.30	-0.33	-0.25	-1.20	-0.90
2020-07-13T16:40:58+0200	1594651258385	117			5.95	5.87			50045880	19951299	6	258.85		258.85		475.55	270.00	-0.34	-0.40	-1.20	-1.45
2020-07-13T16:40:59+0200	1594651259346	117			6.97	5.93			50045888	19951206	4	258.81		258.81		482.25	277.63	-0.60	-0.55	-2.50	-2.00
2020-07-13T16:41:00+0200	1594651260392	120			5.49	5.91			50045893	19951126	4	258.77		258.77		487.99	275.56	-0.70	-0.67	-2.29	-2.41
2020-07-13T16:41:01+0200	1594651261391	120			5.29	5.85			50045894	19951052	4	258.73		258.73		493.27	271.21	-0.76	-0.77	-2.40	-2.70
2020-07-13T16:41:02+0200	1594651262414	122			5.90	5.65			50045900	19950968	4	258.68		258.68		499.31	276.35	-0.83	-0.87	-2.93	-3.05
2020-07-13T16:41:03+0200	1594651263401	122			5.95	5.74			50045904	19950886	3	258.62		258.62		505.18	274.34	-1.02	-0.95	-3.65	-3.35
2020-07-13T16:41:04+0200	1594651264425	122			5.58	5.78			50045905	19950806	4	258.56		258.56		510.89	271.12	-1.05	-1.06	-3.52	-3.75
2020-07-13T16:41:05+0200	1594651265414	121			5.73	5.82			50045910	19950727	4	258.49		258.49		516.56	275.63	-1.23	-1.15	-4.25	-3.98
2020-07-13T16:41:06+0200	1594651266398	121			5.97	5.84			50045914	19950645	5	258.42		258.42		522.43	274.34	-1.19	-1.24	-4.27	-4.30
2020-07-13T16:41:07+0200	1594651267412	122			5.58	5.95			50045918	19950566	4	258.35		258.35		528.09	274.51	-1.24	-1.37	-4.14	-4.80
2020-07-13T16:41:08+0200	1594651268374	122			6.11	5.92			50045923	19950484	4	258.28		258.28		533.97	275.42	-1.19	-1.51	-4.37	-5.30
2020-07-13T16:41:09+0200	1594651269393	122			6.10	5.86			50045924	19950397	4	258.20		258.20		540.19	271.03	-1.29	-1.63	-4.71	-5.75
2020-07-13T16:41:10+0200	1594651270399	122			6.19	5.93			50045920	19950310	4	258.10		258.10		546.41	265.90	-1.61	-1.77	-5.96	-6.26
2020-07-13T16:41:11+0200	1594651271399	122			5.57	5.91			50045919	19950232	4	258.01		258.01		551.99	268.86	-1.62	-1.90	-5.40	-6.72
2020-07-13T16:41:12+0200	1594651272397	120			5.62	5.88			50045913	19950154	4	257.91		257.91		557.59	263.17	-1.78	-2.02	-6.01	-7.14
2020-07-13T16:41:13+0200	1594651273392	120			5.97	5.82			50045917	19950071	4	257.77		257.77		563.54	274.29	-2.36	-2.14	-8.44	-7.54
2020-07-13T16:41:14+0200	1594651274405	120			6.00	5.86			50045919	19949986	4	257.62		257.62		569.61	272.10	-2.47	-2.24	-8.88	-7.89
2020-07-13T16:41:15+0200	1594651275407	120			5.92	5.90			50045918	19949903	4	257.47		257.47		575.54	268.93	-2.53	-2.35	-8.98	-8.13
2020-07-13T16:41:16+0200	1594651276398	120			5.84	5.84			50045916	19949822	4	257.31		257.31		581.33	267.80	-2.76	-2.43	-9.69	-8.30
2020-07-13T16:41:17+0200	1594651277381	119			5.81	5.81			50045908	19949743	5	257.15		257.15		587.04	261.04	-2.80	-2.48	-9.77	-8.55
2020-07-13T16:41:18+0200	1594651278417	119			5.85	5.64			50045900	19949659	4	256.99		256.99		593.10	261.56	-2.64	-2.56	-9.27	-9.05
2020-07-13T16:41:19+0200	1594651279426	119			5.64	5.58			50045893	19949580	4	256.84		256.84		598.80	262.14	-2.63	-2.57	-8.92	-9.09
2020-07-13T16:41:20+0200	1594651280393	122			5.77	5.62			50045890	19949502	3	256.70		256.70		604.38	266.57	-2.51	-2.58	-8.69	-9.11
2020-07-13T16:41:21+0200	1594651281424	122			4.93	5.88			50045887	19949431	3	256.57		256.57		609.46	266.24	-2.56	-2.59	-7.57	-8.89
2020-07-13T16:41:22+0200	1594651282394	123			5.47	5.95			50045891	19949357	3	256.44		256.44		614.76	274.81	-2.45	-2.58	-8.04	-8.81
2020-07-13T16:41:23+0200	1594651283400	123			6.05	5.98			50045895	19949272	4	256.30		256.30		620.85	274.19	-2.30	-2.55	-8.35	-8.76
2020-07-13T16:41:24+0200	1594651284397	123			7.46	5.80			50045891	19949168	3	256.10		256.10		628.29	266.57	-2.69	-2.54	-12.04	-8.64
2020-07-13T16:41:25+0200	1594651285400	126			6.03	5.88			50045930	19949109	3	255.95		255.95		634.33	315.83	-2.48	-2.53	-8.97	-8.31
2020-07-13T16:41:26+0200	1594651286748	126			4.47	5.51			50045979	19949073	3	255.79		255.79		640.36	334.74	-2.66	-2.52	-7.12	-8.09
2020-07-13T16:41:28+0200	1594651288655	128			6.13	5.16			50046077	19949014	3	255.49		255.49		652.04	338.86	-2.57	-2.54	-9.44	-7.58
2020-07-13T16:41:29+0200	1594651289637	130			5.22	4.94			50046120	19948988	3	255.36		255.36		657.17	338.78	-2.53	-2.51	-7.94	-7.42
2020-07-13T16:41:30+0200	1594651290636	130			5.11	4.11			50046163	19948963	3	255.23		255.23		662.27	339.53	-2.55	-2.47	-7.81	-6.95
2020-07-13T16:41:31+0200	1594651291633	130			3.32	4.13			50046178	19948923	5	255.15		255.15		665.58	300.28	-2.42	-2.45	-4.81	-6.58
2020-07-13T16:41:32+0200	1594651292621	130			3.82	4.00			50046167	19948873	6	255.06		255.06		669.35	251.09	-2.38	-2.40	-5.47	-6.44
2020-07-13T16:41:33+0200	1594651293628	130			3.12	3.90			50046149	19948839	5	254.99		254.99		672.50	230.50	-2.22	-2.32	-4.17	-5.71
2020-07-13T16:41:34+0200	1594651294639	131			4.21	3.95			50046119	19948802	4	254.88		254.88		676.76	218.38	-2.58	-2.27	-6.53	-5.70
2020-07-13T16:41:35+0200	1594651295696	131			4.40	4.03			50046093	19948751	4	254.78		254.78		681.41	231.55	-2.15	-2.20	-5.68	-5.37
2020-07-13T16:41:36+0200	1594651296654	131			4.54	4.10			50046081	19948693	5	254.68		254.68		685.76	252.14	-2.30	-2.15	-6.26	-5.10
2020-07-13T16:41:37+0200	1594651297705	132			3.60	4.24			50046062	19948649	4	254.60		254.60		689.54	236.08	-2.11	-2.08	-4.57	-4.95
2020-07-13T16:41:38+0200	1594651298677	132			4.33	4.15			50046043	19948598	4	254.51		254.51		693.75	239.88	-2.14	-2.03	-5.56	-4.73
2020-07-13T16:41:39+0200	1594651299688	134			3.57	4.03			50046024	19948557	3	254.44		254.44		697.36	234.18	-1.94	-1.99	-4.15	-4.70
2020-07-13T16:41:40+0200	1594651300652	134			5.08	3.97			50046010	19948492	3	254.35		254.35		702.26	251.46	-1.84	-1.89	-5.60	-4.40
2020-07-13T16:41:41+0200	1594651301696	134			3.90	3.75			50045995	19948440	3	254.28		254.28		706.33	245.81	-1.72	-1.82	-4.02	-4.15
2020-07-13T16:41:42+0200	1594651302625	136			3.76	3.75			50045980	19948397	4	254.21		254.21		709.82	241.49	-2.00	-1.76	-4.52	-4.00
2020-07-13T16:41:43+0200	1594651303626	136			3.24	3.51			50045964	19948359	4	254.16		254.16		713.07	236.75	-1.54	-1.73	-3.00	-3.96
2020-07-13T16:41:44+0200	1594651304667	136			3.01	3.46			50045950	19948321	5	254.11		254.11		716.20	240.16	-1.60	-1.66	-2.88	-3.76
2020-07-13T16:41:45+0200	1594651305626	136			3.59	3.53			50045939	19948276	6	254.05		254.05		719.64	249.16	-1.75	-1.64	-3.75	-3.77
2020-07-13T16:41:46+0200	1594651306626	136			3.57	3.68			50045938	19948226	6	254.00		254.00		723.21	268.22	-1.40	-1.58	-3.00	-3.50
2020-07-13T16:41:47+0200	1594651307687	135			3.63	3.82			50045955	19948179	7	253.95		253.95		727.06	299.39	-1.30	-1.58	-2.83	-3.47
2020-07-13T16:41:48+0200	1594651308665	135			4.19	3.91			50045982	19948140	7	253.88		253.88		731.15	317.15	-1.71	-1.49	-4.29	-3.23
2020-07-13T16:41:49+0200	1594651309680	134			4.11	3.85			50046011	19948103	7	253.81		253.81		735.32	320.67	-1.68	-1.47	-4.14	-3.24
2020-07-13T16:41:50+0200	1594651310645	134			3.87	3.86			50046038	19948072	7	253.76		253.76		739.05	323.60	-1.34	-1.43	-3.11	-3.20
2020-07-13T16:41:51+0200	1594651311631	134			4.14	3.69			50046068	19948039	7	253.69		253.69		743.14	324.76	-1.71	-1.39	-4.26	-3.15
2020-07-13T16:41:52+0200	1594651312659	133			3.23	3.66			50046089	19948006	7	253.65		253.65		746.45	314.74	-1.21	-1.37	-2.33	-3.10
2020-07-13T16:41:53+0200	1594651313637	133			3.68	3.65			50046114	19947974	7	253.59		253.59		750.05	320.58	-1.67	-1.37	-3.68	-3.10
2020-07-13T16:41:54+0200	1594651314685	132			3.14	3.60			50046138	19947947	6	253.56		253.56		753.35	324.15	-0.91	-1.32	-1.72	-2.95
2020-07-13T16:41:55+0200	1594651315663	132			3.99	3.67			50046166	19947914	6	253.51		253.51		757.25	322.88	-1.28	-1.29	-3.07	-2.85
2020-07-13T16:41:56+0200	1594651316657	132			3.80	3.66			50046192	19947880	7	253.47		253.47		761.03	319.98	-1.06	-1.27	-2.41	-2.75
2020-07-13T16:41:57+0200	1594651317644	131			3.82	3.75			50046219	19947848	7	253.42		253.42		764.80	322.73	-1.33	-1.21	-3.04	-2.59
2020-07-13T16:41:58+0200	1594651318643	131			3.60	3.70			50046245	19947818	6	253.38		253.38		768.40	323.46	-1.11	-1.18	-2.40	-2.56
2020-07-13T16:41:59+0200	1594651319677	129			3.65	3.59			50046272	19947786	7	253.33		253.33		772.17	322.73	-1.33	-1.11	-2.90	-2.40
2020-07-13T16:42:00+0200	1594651320665	129			3.65	3.55			50046296	19947752	6	253.29		253.29		775.78	317.71	-1.11	-1.09	-2.43	-2.42
2020-07-13T16:42:01+0200	1594651321678	129			3.66	3.57			50046320	19947716	7	253.24		253.24		779.48	316.07	-1.35	-1.07	-2.96	-2.36
2020-07-13T16:42:02+0200	1594651322645	128			3.13	3.54			50046341	19947689	7	253.21		253.21		782.51	320.46	-0.99	-1.05	-1.86	-2.31
2020-07-13T16:42:03+0200	1594651323668	128			3.56	3.64			50046366	19947656	6	253.17		253.17		786.15	319.71	-1.10	-0.99	-2.35	-2.15
2020-07-13T16:42:04+0200	1594651324609	127			3.74	3.64			50046392	19947628	7	253.14		253.14		789.67	325.33	-0.85	-0.96	-1.91	-2.10
2020-07-13T16:42:05+0200	1594651325635	127			3.51	3.74			50046418	19947598	7	253.11		253.11		793.27	323.46	-0.83	-0.89	-1.75	-1.96
2020-07-13T16:42:06+0200	1594651326610	127			4.23	3.73			50046448	19947564	6	253.08		253.08		797.39	323.95	-0.73	-0.86	-1.85	-1.91
2020-07-13T16:42:07+0200	1594651327611	124			3.70	3.72			50046476	19947536	6	253.04		253.04		801.09	327.29	-1.08	-0.79	-2.40	-1.75
2020-07-13T16:42:08+0200	1594651328612	124			3.75	3.80			50046505	19947509	6	253.01		253.01		804.85	329.13	-0.80	-0.76	-1.80	-1.70
2020-07-13T16:42:09+0200	1594651329619	123			3.47	3.73			50046532	19947484	6	252.99		252.99		808.34	329.26	-0.57	-0.72	-1.19	-1.61
2020-07-13T16:42:10+0200	1594651330661	123			3.71	3.71			50046559	19947450	6	252.96		252.96		812.20	321.04	-0.78	-0.68	-1.73	-1.55
2020-07-13T16:42:11+0200	1594651331642	123			3.96	3.68			50046589	19947422	6	252.94		252.94		816.09	329.06	-0.51	-0.68	-1.22	-1.55
